item	itemLabel	itemDescription	cui
http://www.wikidata.org/entity/Q1668089	neurocytoma	type of nervous system benign tumor	C1622510
http://www.wikidata.org/entity/Q1641494	hypoventilation	insufficient breathing	C3203358
http://www.wikidata.org/entity/Q1704531	pilomatrixoma	Human disease	C0206711
http://www.wikidata.org/entity/Q1698867	non-syndromic pontocerebellar hypoplasia	Human disease	C0266468
http://www.wikidata.org/entity/Q1707224	opioid withdrawal	no description	C0029104
http://www.wikidata.org/entity/Q1751717	red nucleus	structure in the human brain	C0014762
http://www.wikidata.org/entity/Q1753467	pathologic fracture	bone fracture caused by weakness of the bone structure	C0016663
http://www.wikidata.org/entity/Q1753547	hypotonia	Abnormally low muscle tone, lack of resistance to passive movement	C0026827
http://www.wikidata.org/entity/Q1718432	KBG syndrome	syndrome that is characterized by short stature, moderate to severe degrees of mental retardation, developmental abnormalities of the limbs, bones of the spine (vertebrae), extremities, and/or underdevelopment of the bones of the skeleton	C0220687
http://www.wikidata.org/entity/Q1725245	left ventricular noncompaction	human disease	C1858725
http://www.wikidata.org/entity/Q1725245	left ventricular noncompaction	human disease	C2717907
http://www.wikidata.org/entity/Q1725245	left ventricular noncompaction	human disease	C3164472
http://www.wikidata.org/entity/Q1756640	ranula	human disease	C0026686
http://www.wikidata.org/entity/Q17000199	Sialocele	medical condition	C0026686
http://www.wikidata.org/entity/Q1757427	pancytopenia	medical condition in which there is a reduction in the number of red and white blood cells, as well as platelets	C0030312
http://www.wikidata.org/entity/Q1756133	presbycusis	cumulative effect of aging on hearing	C0033074
http://www.wikidata.org/entity/Q1758798	shoulder joint	synovial ball and socket joint in the shoulder	C0037009
http://www.wikidata.org/entity/Q1757915	sick sinus syndrome	group of abnormal heart rhythms (arrhythmias) presumably caused by a malfunction of the sinus node, the heart's primary pacemaker	C0037052
http://www.wikidata.org/entity/Q1787020	thanatophoric dysplasia	osteochondrodysplasia that results in short arms and legs with excess folds of skin	C0039743
http://www.wikidata.org/entity/Q1760461	ovarian hyperstimulation syndrome	Human disease	C0085083
http://www.wikidata.org/entity/Q1759560	microtia	congenital deformity where the pinna (external ear) is underdeveloped	C0152423
http://www.wikidata.org/entity/Q1759600	erythropoietic protoporphyria	acute porphyria characterized by a deficiency in the enzyme ferrochelatase, leading to abnormally high levels of protoporphyrin in the tissue	C0162568
http://www.wikidata.org/entity/Q1789753	Bogorad syndrome	no description	C0238148
http://www.wikidata.org/entity/Q1759600	erythropoietic protoporphyria	acute porphyria characterized by a deficiency in the enzyme ferrochelatase, leading to abnormally high levels of protoporphyrin in the tissue	C0349426
http://www.wikidata.org/entity/Q1756640	ranula	human disease	C2242813
http://www.wikidata.org/entity/Q1809112	dermatologic drug	drug used to treat or prevent skin disorders or for the routine care of skin	C0011625
http://www.wikidata.org/entity/Q1826391	atrophic gastritis	Human disease	C0017154
http://www.wikidata.org/entity/Q1079120	hyperlipidemia	abnormally elevated levels of lipids or lipoproteins in the blood	C0020473
http://www.wikidata.org/entity/Q1827605	lipedema	disorder where there is enlargement of both legs due to deposits of fat under the skin	C0020473
http://www.wikidata.org/entity/Q18554145	familial hyperlipidemia	Human disease	C0020473
http://www.wikidata.org/entity/Q1818307	lentigo	medical condition	C0023321
http://www.wikidata.org/entity/Q1826391	atrophic gastritis	Human disease	C0156073
http://www.wikidata.org/entity/Q1827605	lipedema	disorder where there is enlargement of both legs due to deposits of fat under the skin	C0398370
http://www.wikidata.org/entity/Q1801578	laminectomy	surgical procedure that removes a portion of the lamina	C0559685
http://www.wikidata.org/entity/Q1827377	obsolete lipogranuloma	human disease	C1704214
http://www.wikidata.org/entity/Q1809501	Lazarus syndrome	spontaneous return of a normal cardiac rhythm following failed resuscitation attempts	C3854420
http://www.wikidata.org/entity/Q1806356	algiuria	painful urination	C4011784
http://www.wikidata.org/entity/Q1860507	myotonic dystrophy	long term genetic disorder that affects muscle function	C0027126
http://www.wikidata.org/entity/Q1862216	odds ratio	Statistic quantifying the association between two events	C0028873
http://www.wikidata.org/entity/Q1908194	vulvar cancer	primary or metastatic malignant neoplasm involving the vulva	C0042995
http://www.wikidata.org/entity/Q52601023	vulvar neoplasm	neoplasm of the vulva	C0042995
http://www.wikidata.org/entity/Q1876206	Pelizaeus-Merzbacher disease	hypomyelinating leukodystrophy characterized by impaired myelin formation, nystagmus, spastic quadriplegia, ataxia, and developmental delay that has material basis in mutation in the PLP1 gene on chromosome Xq22	C0205711
http://www.wikidata.org/entity/Q1890336	mannerism	no description	C0233576
http://www.wikidata.org/entity/Q1908194	vulvar cancer	primary or metastatic malignant neoplasm involving the vulva	C0375071
http://www.wikidata.org/entity/Q1865310	lithium nephropathy	no description	C0403543
http://www.wikidata.org/entity/Q1899096	Variolation	smallpox immunisation	C1567676
http://www.wikidata.org/entity/Q1860507	myotonic dystrophy	long term genetic disorder that affects muscle function	C2931688
http://www.wikidata.org/entity/Q1928978	viral infectious disease	human, animal or plant disease resulting from a viral infection	C0003723
http://www.wikidata.org/entity/Q2859732	arbovirosis	any viral disease transmitted by arthropod vectors	C0003723
http://www.wikidata.org/entity/Q1951267	moyamoya disease	A cerebral arterial disease characterized by constriction of certain arteries at the base of the brain. Blood flow is blocked by the constriction and also by blood clots.	C0026654
http://www.wikidata.org/entity/Q1913658	papillary muscle	muscles located in the ventricles of the heart	C0030352
http://www.wikidata.org/entity/Q1928978	viral infectious disease	human, animal or plant disease resulting from a viral infection	C0042740
http://www.wikidata.org/entity/Q1928978	viral infectious disease	human, animal or plant disease resulting from a viral infection	C0042769
http://www.wikidata.org/entity/Q1956720	myotomy	surgical procedure in which muscle is cut	C0185181
http://www.wikidata.org/entity/Q1934513	seborrheic infantile dermatitis	Human disease	C0221244
http://www.wikidata.org/entity/Q542946	hyperdontia	extra tooth, erupted or unerupted	C0266030
http://www.wikidata.org/entity/Q1922421	mesiodens	no description	C0266030
http://www.wikidata.org/entity/Q1919036	melanocytoma	rare benign tumor from large nevus cells	C0334431
http://www.wikidata.org/entity/Q1934449	Milium	Light-coloured spots under the skin	C0345996
http://www.wikidata.org/entity/Q1940759	mean corpuscular hemoglobin	average mass of hemoglobin (Hg) per red blood cell (RBC)	C0369183
http://www.wikidata.org/entity/Q1946346	amylmetacresol	chemical compound	C0982020
http://www.wikidata.org/entity/Q1923603	tooth agenesis	no description	C4024202
http://www.wikidata.org/entity/Q1967871	adhesion	subclass of scar	C0001511
http://www.wikidata.org/entity/Q1981345	neuroma	nervous system benign neoplasm that is characterized as a nerve tissue tumor	C0027858
http://www.wikidata.org/entity/Q1975850	parotitis	parotid disease characterized by the inflammation of one or both parotid glands	C0030583
http://www.wikidata.org/entity/Q1978198	tibial nerve	branch of the sciatic nerve	C0040186
http://www.wikidata.org/entity/Q1968827	impacted tooth	tooth prevented from erupting by a physical barrier	C0040456
http://www.wikidata.org/entity/Q1988216	oxygen therapy	use of high concentrations of oxygen as medical treatment	C0184633
http://www.wikidata.org/entity/Q1965571	meatotomy	no description	C0194558
http://www.wikidata.org/entity/Q1981345	neuroma	nervous system benign neoplasm that is characterized as a nerve tissue tumor	C0273482
http://www.wikidata.org/entity/Q1963423	Naegeli–Franceschetti–Jadassohn syndrome	Naegeli-Franceschetti-Jadassohn (NFJ) syndrome is a rare ectodermal dysplasia that affects the skin, sweat glands, nails, and teeth	C0343111
http://www.wikidata.org/entity/Q1961966	umbilical cord knot	no description	C0344363
http://www.wikidata.org/entity/Q1980528	acute generalized exanthematous pustulosis	widespread acute rash characterized by fever and multiple small pustules on a reddish background	C0853331
http://www.wikidata.org/entity/Q2003840	DES daughter	no description	C0853695
http://www.wikidata.org/entity/Q1980528	acute generalized exanthematous pustulosis	widespread acute rash characterized by fever and multiple small pustules on a reddish background	C0877055
http://www.wikidata.org/entity/Q1983003	anatomical line along groove	in anatomy, a furrow or fissure	C1184482
http://www.wikidata.org/entity/Q1975146	obtundation	state characterised by a reduced level of consciousness and slowed responses to stimulation	C1621860
http://www.wikidata.org/entity/Q1987592	Pudendal nerve entrapment	Pudendal neuralgia (PN) is a chronic neuropathic pain, aggravated by sitting and for which no organic cause can be found by imaging studies. It is often associated with pelvic dysfunction.	C1997249
http://www.wikidata.org/entity/Q1987592	Pudendal nerve entrapment	Pudendal neuralgia (PN) is a chronic neuropathic pain, aggravated by sitting and for which no organic cause can be found by imaging studies. It is often associated with pelvic dysfunction.	C3178970
http://www.wikidata.org/entity/Q1996756	enzalutamide	chemical compound	C3496793
http://www.wikidata.org/entity/Q1975146	obtundation	state characterised by a reduced level of consciousness and slowed responses to stimulation	C4023511
http://www.wikidata.org/entity/Q1968827	impacted tooth	tooth prevented from erupting by a physical barrier	C4280338
http://www.wikidata.org/entity/Q2051565	arachnodactyly	human disease	C0003706
http://www.wikidata.org/entity/Q2044949	corneal dystrophy	human disease	C0010035
http://www.wikidata.org/entity/Q2044949	corneal dystrophy	human disease	C0010036
http://www.wikidata.org/entity/Q2019832	glycoproteinosis	endocrine disease	C0026697
http://www.wikidata.org/entity/Q2053690	nevus of Ota	macular lesion on the side of the face	C0027961
http://www.wikidata.org/entity/Q2035074	Paget's disease of bone	bone formation disease that has material basis in hyperactive osteoclast which results in abnormal osteoblast bone formation located in skull, located in pelvis, located in vertebral column, located in set of limbs	C0029401
http://www.wikidata.org/entity/Q2035032	osteochondroma	the most common benign tumors of the bones	C0029423
http://www.wikidata.org/entity/Q2051832	parapsoriasis	Human disease	C0030491
http://www.wikidata.org/entity/Q2059411	black piedra	superficial mycosis that is a superficial fungal infection of the hair shaft caused by Piedraia hortae	C0031898
http://www.wikidata.org/entity/Q3902759	white piedra	mycosis that is a superficial fungal infection of the hair shaft caused by Trichosporon beigelii	C0031898
http://www.wikidata.org/entity/Q18928094	superficial mycosis	A fungal infectious disease that results in infection of the outermost layer located in skin or located in hair shaft, has material basis in Fungi. No living tissue is invaded and there is no cellular response from the host.	C0031898
http://www.wikidata.org/entity/Q2055149	Intraoral dental sinus	no description	C0149892
http://www.wikidata.org/entity/Q2059411	black piedra	superficial mycosis that is a superficial fungal infection of the hair shaft caused by Piedraia hortae	C0153249
http://www.wikidata.org/entity/Q2035084	osteolysis	active resorption of bone matrix by osteoclasts during the natural formation of healthy bones	C0221204
http://www.wikidata.org/entity/Q2015728	specific phobia	phobic disorder that is characterized by an unreasonable or irrational fear related to exposure to specific objects or situations	C0236801
